PlayerId,Name,Age,Photo,Nationality,Flag,OverallRating,Potential,Club,ClubLogo,Value,Wage,InternationalReputation,Skill,JerseyNumber,ContractValidUntil,Height,Weight,NPassing,NBallControl,NAdjustedAgility,NStamina,NStrength,NPositioning,GKPenalties,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,BestPosition,BestOverallRating,ReleaseClause
212814,Joao Mario,27,https://cdn.sofifa.com/players/212/814/20_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,80,81,Inter,https://cdn.sofifa.com/teams/44/light_30.png,16.5M,99K,3,4,55,2022,5'10,161lbs,82,85,73,77,65,73,66,6,15,8,8,8,CM,80,28.5M
217870,G. Di Lorenzo,26,https://cdn.sofifa.com/players/217/870/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,76,77,Napoli,https://cdn.sofifa.com/teams/48/light_30.png,8M,47K,1,3,22,2025,6'0,183lbs,73,73,70,78,72,70,59,8,10,8,10,7,RB,76,14.2M
6083,M. Jankulovski,33,https://cdn.sofifa.com/players/006/083/11_60.png,Czech Republic,https://cdn.sofifa.com/flags/cz.png,72,85,Milan,https://cdn.sofifa.com/teams/47/light_30.png,0,0,2,2,18,2011,6'0,181lbs,76,78,69,71,69,70,74,11,15,15,13,12,LM,75,
236496,M. Guendouzi,21,https://cdn.sofifa.com/players/236/496/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,77,86,Arsenal,https://cdn.sofifa.com/teams/1/light_30.png,12.5M,46K,1,3,29,2023,6'1,176lbs,78,77,73,79,72,67,62,6,13,6,13,11,CM,78,26.3M
201118,Caedric,28,https://cdn.sofifa.com/players/201/118/20_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,76,76,Arsenal,https://cdn.sofifa.com/teams/1/light_30.png,6.5M,63K,2,3,17,2024,5'8,148lbs,73,76,75,75,59,71,60,11,14,12,12,11,RB,76,12.4M
1419,P. Vieira,34,https://cdn.sofifa.com/players/001/419/11_60.png,France,https://cdn.sofifa.com/flags/fr.png,76,87,Manchester City,https://cdn.sofifa.com/teams/10/light_30.png,0,0,4,2,24,2011,6'4,181lbs,72,75,62,68,84,74,73,10,9,7,15,15,CDM,77,
202135,S. Sturaro,27,https://cdn.sofifa.com/players/202/135/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,72,73,Genoa,https://cdn.sofifa.com/teams/110556/light_30.png,3.5M,13K,2,3,27,2022,5'11,176lbs,73,74,69,70,74,73,68,15,10,5,14,11,CB,76,6.6M
201884,R. Brady,28,https://cdn.sofifa.com/players/201/884/20_60.png,Republic of Ireland,https://cdn.sofifa.com/flags/ie.png,75,75,Burnley,https://cdn.sofifa.com/teams/1796/light_30.png,6.5M,48K,1,4,12,2021,5'10,170lbs,74,77,72,66,60,72,72,12,8,13,7,7,LM,75,12.4M
225201,Alex Berenguer,24,https://cdn.sofifa.com/players/225/201/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,76,81,Torino,https://cdn.sofifa.com/teams/54/light_30.png,10.5M,38K,1,3,21,2022,5'9,161lbs,72,79,80,72,54,77,69,14,16,8,6,13,RM,79,18.6M
216150,D. Zappacosta,28,https://cdn.sofifa.com/players/216/150/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,78,78,Genoa,https://cdn.sofifa.com/teams/110556/light_30.png,9M,19K,2,3,77,30-Jun-21,6'1,154lbs,73,74,74,79,66,68,59,11,9,8,6,11,RB,78,
229857,S. Sensi,24,https://cdn.sofifa.com/players/229/857/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,78,83,Inter,https://cdn.sofifa.com/teams/44/light_30.png,13.5M,73K,1,3,12,2024,5'6,137lbs,82,84,70,77,60,67,73,10,6,8,11,13,CM,80,23.3M
193849,C. Hourihane,29,https://cdn.sofifa.com/players/193/849/20_60.png,Republic of Ireland,https://cdn.sofifa.com/flags/ie.png,75,75,Aston Villa,https://cdn.sofifa.com/teams/2/light_30.png,6.5M,50K,1,3,14,2022,5'11,137lbs,72,74,69,88,67,69,64,9,16,11,6,9,CM,75,12.4M
164240,Thiago Silva,35,https://cdn.sofifa.com/players/164/240/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,85,85,Chelsea,https://cdn.sofifa.com/teams/5/light_30.png,11.5M,93K,4,2,6,2021,6'0,174lbs,76,79,62,71,82,59,60,9,12,5,9,10,CB,85,21.9M
220093,H. Hateboer,26,https://cdn.sofifa.com/players/220/093/20_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,78,79,Atalanta,https://cdn.sofifa.com/teams/39/light_30.png,12M,52K,1,3,33,2022,6'1,159lbs,76,78,78,86,70,77,47,11,6,8,14,15,RM,79,21.3M
204884,B. Mendy,25,https://cdn.sofifa.com/players/204/884/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,81,84,Manchester City,https://cdn.sofifa.com/teams/10/light_30.png,19.5M,115K,2,3,22,2022,6'1,187lbs,76,78,76,75,79,73,50,7,7,9,15,9,LWB,82,37.5M
229984,B. Chilwell,23,https://cdn.sofifa.com/players/229/984/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,81,85,Chelsea,https://cdn.sofifa.com/teams/5/light_30.png,20.5M,79K,1,3,21,2025,5'10,170lbs,75,81,74,88,69,74,52,10,7,14,7,10,LB,81,40.5M
204485,R. Mahrez,29,https://cdn.sofifa.com/players/204/485/20_60.png,Algeria,https://cdn.sofifa.com/flags/dz.png,85,85,Manchester City,https://cdn.sofifa.com/teams/10/light_30.png,37.5M,210K,3,5,26,2023,5'10,148lbs,82,91,86,76,55,80,70,15,9,13,11,6,RW,85,69.4M
185020,Josae Calleja³n,33,https://cdn.sofifa.com/players/185/020/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,84,84,Napoli,https://cdn.sofifa.com/teams/48/light_30.png,19M,96K,3,3,7,2020,5'10,161lbs,71,85,86,88,53,88,62,8,5,14,11,11,RM,84,32.3M
235813,R. Marin,24,https://cdn.sofifa.com/players/235/813/20_60.png,Romania,https://cdn.sofifa.com/flags/ro.png,74,78,Cagliari,https://cdn.sofifa.com/teams/1842/light_30.png,7M,24K,1,4,8,30-Jun-21,5'10,154lbs,77,76,69,75,65,68,76,11,14,6,8,8,CAM,76,
193061,R. Pereyra,29,https://cdn.sofifa.com/players/193/061/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,77,77,Udinese,https://cdn.sofifa.com/teams/55/light_30.png,8.5M,20K,2,4,37,2023,6'0,170lbs,78,80,76,60,68,75,72,4,5,3,4,8,LM,77,15.3M
180403,Willian,31,https://cdn.sofifa.com/players/180/403/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,82,82,Arsenal,https://cdn.sofifa.com/teams/1/light_30.png,19.5M,110K,3,4,12,2023,5'9,170lbs,82,82,83,77,59,79,79,14,12,13,7,13,RW,82,37.1M
211575,Andrae Gomes,26,https://cdn.sofifa.com/players/211/575/20_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,79,80,Everton,https://cdn.sofifa.com/teams/7/light_30.png,14.5M,83K,3,4,21,2024,6'2,185lbs,81,82,59,71,79,72,55,12,9,6,14,8,CM,79,28.6M
201389,C. Biraghi,27,https://cdn.sofifa.com/players/201/389/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,75,75,Fiorentina,https://cdn.sofifa.com/teams/110374/light_30.png,7M,44K,1,3,3,2022,6'1,172lbs,76,75,74,76,66,68,64,12,6,14,10,7,LM,75,11.9M
192612,M. Jajalo,32,https://cdn.sofifa.com/players/192/612/20_60.png,Bosnia Herzegovina,https://cdn.sofifa.com/flags/ba.png,74,74,Udinese,https://cdn.sofifa.com/teams/55/light_30.png,4.3M,16K,1,3,8,2022,6'0,172lbs,78,78,65,79,77,58,68,9,13,6,7,12,CDM,75,7.7M
226491,K. Tierney,23,https://cdn.sofifa.com/players/226/491/20_60.png,Scotland,https://cdn.sofifa.com/flags/gb-sct.png,78,86,Arsenal,https://cdn.sofifa.com/teams/1/light_30.png,13.5M,59K,1,3,3,2024,5'10,168lbs,72,74,82,85,76,67,36,13,16,8,12,13,LB,78,28.4M
170320,L. De Silvestri,32,https://cdn.sofifa.com/players/170/320/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,74,74,Bologna,https://cdn.sofifa.com/teams/189/light_30.png,4.4M,27K,2,4,29,2025,6'1,185lbs,74,75,68,71,75,74,52,15,11,10,14,14,RWB,75,7.9M
167514,D. Basta,34,https://cdn.sofifa.com/players/167/514/20_60.png,Serbia,https://cdn.sofifa.com/flags/rs.png,76,76,Lazio,https://cdn.sofifa.com/teams/46/light_30.png,2.7M,40K,2,3,8,2024,6'0,159lbs,75,77,69,74,67,66,55,12,6,11,14,14,RB,75,4.6M
212188,T. Werner,24,https://cdn.sofifa.com/players/212/188/20_60.png,Germany,https://cdn.sofifa.com/flags/de.png,85,88,Chelsea,https://cdn.sofifa.com/teams/5/light_30.png,49.5M,135K,3,3,11,2025,5'11,168lbs,72,85,88,83,67,88,78,9,9,8,15,9,ST,87,97.8M
214947,J. Gbamin,24,https://cdn.sofifa.com/players/214/947/20_60.png,Ivory Coast,https://cdn.sofifa.com/flags/ci.png,78,83,Everton,https://cdn.sofifa.com/teams/7/light_30.png,12.5M,59K,1,3,25,2024,6'1,183lbs,76,77,72,74,82,65,40,11,13,8,14,10,CB,80,24.7M
223273,M. PaÅalic,25,https://cdn.sofifa.com/players/223/273/20_60.png,Croatia,https://cdn.sofifa.com/flags/hr.png,77,81,Atalanta,https://cdn.sofifa.com/teams/39/light_30.png,11.5M,47K,1,4,88,2024,6'2,181lbs,79,80,65,76,75,75,61,11,13,13,13,14,CM,79,20.4M
214026,J. Mojica,27,https://cdn.sofifa.com/players/214/026/20_60.png,Colombia,https://cdn.sofifa.com/flags/co.png,75,75,Atalanta,https://cdn.sofifa.com/teams/39/light_30.png,6M,40K,1,3,26,30-Jun-21,6'1,161lbs,72,74,84,71,71,69,67,13,8,14,9,15,LB,75,
205531,V. Verre,26,https://cdn.sofifa.com/players/205/531/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,74,77,Sampdoria,https://cdn.sofifa.com/teams/1837/light_30.png,7M,17K,1,3,8,2021,5'11,154lbs,73,77,70,72,62,75,75,5,13,9,8,11,CAM,76,13.1M
229758,R. Krunic,26,https://cdn.sofifa.com/players/229/758/20_60.png,Bosnia Herzegovina,https://cdn.sofifa.com/flags/ba.png,73,74,Milan,https://cdn.sofifa.com/teams/47/light_30.png,4.6M,28K,1,3,33,2024,6'0,163lbs,75,78,69,70,69,69,70,14,9,12,10,14,CAM,74,8.2M
220714,P. Billing,24,https://cdn.sofifa.com/players/220/714/20_60.png,Denmark,https://cdn.sofifa.com/flags/dk.png,75,81,Bournemouth,https://cdn.sofifa.com/teams/1943/light_30.png,9M,13K,1,3,29,2023,6'6,176lbs,76,75,56,86,82,64,52,11,7,10,14,13,CDM,80,18.9M
207537,J. Lukaku,25,https://cdn.sofifa.com/players/207/537/20_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,76,77,Lazio,https://cdn.sofifa.com/teams/46/light_30.png,9M,47K,2,3,5,2022,5'10,190lbs,73,80,86,67,78,61,53,8,7,14,15,9,LM,77,16M
210736,Emerson,25,https://cdn.sofifa.com/players/210/736/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,79,82,Chelsea,https://cdn.sofifa.com/teams/5/light_30.png,14M,77K,2,3,33,2022,5'9,174lbs,74,80,79,74,57,72,55,8,15,8,7,14,LWB,80,27.7M
175943,D. Mertens,33,https://cdn.sofifa.com/players/175/943/20_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,85,85,Napoli,https://cdn.sofifa.com/teams/48/light_30.png,24M,115K,3,4,14,2022,5'7,134lbs,81,89,89,70,37,85,79,7,10,8,10,4,CF,85,40.8M
191053,T. Rinca³n,32,https://cdn.sofifa.com/players/191/053/20_60.png,Venezuela,https://cdn.sofifa.com/flags/ve.png,75,75,Torino,https://cdn.sofifa.com/teams/54/light_30.png,5M,38K,2,3,88,2021,5'10,168lbs,76,76,68,86,72,66,46,12,12,11,8,12,CDM,77,8.5M
185174,A. Poli,30,https://cdn.sofifa.com/players/185/174/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,76,76,Bologna,https://cdn.sofifa.com/teams/189/light_30.png,6.5M,28K,2,3,16,2022,6'0,170lbs,77,80,69,72,62,74,68,5,5,5,5,5,CDM,76,11.7M
208535,A. Duncan,27,https://cdn.sofifa.com/players/208/535/20_60.png,Ghana,https://cdn.sofifa.com/flags/gh.png,74,75,Fiorentina,https://cdn.sofifa.com/teams/110374/light_30.png,6.5M,40K,2,3,8,2022,5'10,172lbs,75,74,71,78,69,68,44,9,8,8,6,8,CDM,78,11.5M
202061,J. Kurtic,31,https://cdn.sofifa.com/players/202/061/20_60.png,Slovenia,https://cdn.sofifa.com/flags/si.png,74,74,Parma,https://cdn.sofifa.com/teams/50/light_30.png,4.8M,27K,2,3,14,2023,6'1,194lbs,74,75,60,70,78,74,65,14,13,10,11,6,CM,74,8.6M
207993,S. KolaÅinac,27,https://cdn.sofifa.com/players/207/993/20_60.png,Bosnia Herzegovina,https://cdn.sofifa.com/flags/ba.png,78,79,Arsenal,https://cdn.sofifa.com/teams/1/light_30.png,10.5M,69K,2,3,31,2022,6'0,190lbs,72,76,69,78,90,73,54,15,9,16,7,9,CB,79,20.7M
198949,K. Malcuit,28,https://cdn.sofifa.com/players/198/949/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,78,78,Napoli,https://cdn.sofifa.com/teams/48/light_30.png,9M,57K,2,3,2,2022,5'10,170lbs,76,76,79,70,69,66,55,12,13,12,9,11,RB,78,15.3M
192505,R. Lukaku,27,https://cdn.sofifa.com/players/192/505/20_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,85,86,Inter,https://cdn.sofifa.com/teams/44/light_30.png,45M,165K,3,3,9,2024,6'3,207lbs,76,78,74,73,95,86,78,8,15,14,7,10,ST,85,77.6M
222558,R. Karsdorp,25,https://cdn.sofifa.com/players/222/558/20_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,75,77,Roma,https://cdn.sofifa.com/teams/52/light_30.png,7M,500,1,3,2,2022,6'0,176lbs,74,76,77,64,74,65,52,13,7,14,16,15,RB,75,15.2M
208418,Y. Carrasco,26,https://cdn.sofifa.com/players/208/418/20_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,82,82,Atlético Madrid,https://cdn.sofifa.com/teams/240/light_30.png,24M,67K,3,4,21,2024,5'11,159lbs,78,82,90,76,59,79,81,9,11,9,10,10,LM,82,49.2M
191202,N. Matic,31,https://cdn.sofifa.com/players/191/202/20_60.png,Serbia,https://cdn.sofifa.com/flags/rs.png,80,80,Manchester United,https://cdn.sofifa.com/teams/11/light_30.png,11M,105K,3,3,31,2023,6'4,183lbs,81,78,43,66,84,69,64,7,15,12,14,9,CDM,80,20.9M
190761,T. Arslan,29,https://cdn.sofifa.com/players/190/761/20_60.png,Germany,https://cdn.sofifa.com/flags/de.png,74,74,Udinese,https://cdn.sofifa.com/teams/55/light_30.png,4.8M,15K,1,3,22,2022,5'11,170lbs,77,75,73,65,65,66,76,6,11,10,6,6,CDM,74,8.6M
212616,R. De Paul,26,https://cdn.sofifa.com/players/212/616/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,77,79,Udinese,https://cdn.sofifa.com/teams/55/light_30.png,10.5M,19K,1,4,10,2024,5'10,154lbs,80,84,76,74,62,76,70,13,12,10,7,14,CAM,82,19.7M
172143,L. Scha¸ne,34,https://cdn.sofifa.com/players/172/143/20_60.png,Denmark,https://cdn.sofifa.com/flags/dk.png,75,75,Genoa,https://cdn.sofifa.com/teams/110556/light_30.png,3.2M,17K,2,3,20,2021,5'10,172lbs,78,82,49,61,55,66,76,16,16,9,12,11,CM,75,5.8M
202024,R. Freuler,28,https://cdn.sofifa.com/players/202/024/20_60.png,Switzerland,https://cdn.sofifa.com/flags/ch.png,78,78,Atalanta,https://cdn.sofifa.com/teams/39/light_30.png,10.5M,54K,2,4,11,2022,5'11,176lbs,78,79,68,83,64,77,61,12,8,9,14,13,CM,78,17.9M
178213,E. Capoue,31,https://cdn.sofifa.com/players/178/213/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,78,78,Watford,https://cdn.sofifa.com/teams/1795/light_30.png,8M,20K,2,3,29,2022,6'3,192lbs,76,78,46,77,78,73,54,12,11,11,14,12,CDM,78,14.4M
4098,Tiago,35,https://cdn.sofifa.com/players/004/098/17_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,81,81,Atlético Madrid,https://cdn.sofifa.com/teams/240/light_30.png,5.5M,50K,3,4,5,2023,6'0,157lbs,79,83,56,67,76,74,57,6,8,12,8,14,CM,79,
232099,M. Grujic,24,https://cdn.sofifa.com/players/232/099/20_60.png,Serbia,https://cdn.sofifa.com/flags/rs.png,75,81,Liverpool,https://cdn.sofifa.com/teams/9/light_30.png,9M,58K,1,3,16,2023,6'3,190lbs,76,80,63,74,77,75,57,9,14,8,12,13,CM,77,18.5M
232223,K. Tsimikas,24,https://cdn.sofifa.com/players/232/223/20_60.png,Greece,https://cdn.sofifa.com/flags/gr.png,76,81,Liverpool,https://cdn.sofifa.com/teams/9/light_30.png,9M,55K,1,3,21,2025,5'10,150lbs,70,72,85,85,72,70,55,8,12,8,13,10,LWB,77,17.3M
220018,A. Rebic,26,https://cdn.sofifa.com/players/220/018/20_60.png,Croatia,https://cdn.sofifa.com/flags/hr.png,79,80,Milan,https://cdn.sofifa.com/teams/47/light_30.png,15M,48K,1,4,12,2025,6'1,172lbs,70,81,83,78,81,77,63,13,15,12,13,14,ST,80,26.6M
238067,N. Zaniolo,20,https://cdn.sofifa.com/players/238/067/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,76,86,Roma,https://cdn.sofifa.com/teams/52/light_30.png,12.5M,500,1,3,22,2024,6'3,174lbs,75,78,74,74,76,77,60,8,11,11,13,5,CAM,78,28.8M
237819,N. Doma­nguez,22,https://cdn.sofifa.com/players/237/819/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,75,85,Bologna,https://cdn.sofifa.com/teams/189/light_30.png,10.5M,25K,1,3,8,2024,5'10,161lbs,76,75,77,93,67,63,51,6,11,9,10,5,CM,77,21M
199189,R. Barkley,26,https://cdn.sofifa.com/players/199/189/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,78,81,Aston Villa,https://cdn.sofifa.com/teams/2/light_30.png,12.5M,58K,2,4,16,30-Jun-21,6'1,192lbs,82,84,68,69,76,75,65,9,14,12,6,10,CAM,81,
161805,V. Behrami,35,https://cdn.sofifa.com/players/161/805/20_60.png,Switzerland,https://cdn.sofifa.com/flags/ch.png,75,75,Genoa,https://cdn.sofifa.com/teams/110556/light_30.png,2.1M,11K,2,3,11,2020,6'1,181lbs,72,74,62,68,71,66,67,12,11,7,15,11,CDM,75,3.8M
229880,A. Wan-Bissaka,22,https://cdn.sofifa.com/players/229/880/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,83,88,Manchester United,https://cdn.sofifa.com/teams/11/light_30.png,30.5M,115K,1,4,29,2024,6'0,159lbs,71,77,86,79,71,69,56,9,8,6,8,8,RB,83,60.2M
224294,L. Cook,23,https://cdn.sofifa.com/players/224/294/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,75,80,Bournemouth,https://cdn.sofifa.com/teams/1943/light_30.png,9M,13K,1,3,16,2022,5'9,157lbs,78,78,72,72,61,68,61,6,15,12,15,13,CM,77,17.8M
196889,S. Verdi,27,https://cdn.sofifa.com/players/196/889/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,77,77,Torino,https://cdn.sofifa.com/teams/54/light_30.png,9.5M,46K,2,4,24,2024,5'9,143lbs,78,83,84,66,43,77,76,12,10,7,15,9,CAM,79,16.2M
200759,J. Schlupp,27,https://cdn.sofifa.com/players/200/759/20_60.png,Ghana,https://cdn.sofifa.com/flags/gh.png,74,74,Crystal Palace,https://cdn.sofifa.com/teams/1799/light_30.png,6M,43K,1,3,15,2023,5'10,159lbs,68,72,83,78,78,74,67,9,7,8,10,9,LM,74,11.4M
212150,M. Meyer,24,https://cdn.sofifa.com/players/212/150/20_60.png,Germany,https://cdn.sofifa.com/flags/de.png,76,79,Crystal Palace,https://cdn.sofifa.com/teams/1799/light_30.png,10M,42K,2,4,7,2021,5'8,150lbs,77,79,75,76,51,72,60,8,12,13,11,14,CAM,77,19.8M
152999,R. Palacio,38,https://cdn.sofifa.com/players/152/999/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,75,75,Bologna,https://cdn.sofifa.com/teams/189/light_30.png,2.4M,24K,2,4,24,2021,5'9,154lbs,71,84,74,65,56,80,75,17,14,17,17,17,RW,77,4.3M
221639,Mariano,26,https://cdn.sofifa.com/players/221/639/20_60.png,Dominican Republic,https://cdn.sofifa.com/flags/do.png,77,78,Real Madrid,https://cdn.sofifa.com/teams/243/light_30.png,10.5M,125K,1,3,24,2023,5'11,168lbs,63,72,79,76,78,78,75,12,14,6,8,15,ST,78,22.3M
188155,D. Janmaat,30,https://cdn.sofifa.com/players/188/155/20_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,75,75,Watford,https://cdn.sofifa.com/teams/1795/light_30.png,5.5M,17K,2,3,2,2022,6'1,176lbs,73,75,66,74,69,66,62,15,10,7,11,7,RB,75,9.9M
244260,Dani Olmo,22,https://cdn.sofifa.com/players/244/260/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,79,87,RB Leipzig,https://cdn.sofifa.com/teams/112172/light_30.png,18.5M,48K,1,4,25,2024,5'10,159lbs,79,83,72,79,54,80,66,15,15,13,12,11,CAM,81,35.2M
219391,G. Escalante,27,https://cdn.sofifa.com/players/219/391/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,77,80,Lazio,https://cdn.sofifa.com/teams/46/light_30.png,9.5M,48K,1,3,18,2024,6'0,168lbs,73,74,65,78,71,64,64,10,12,7,12,11,CDM,78,16.9M
159287,R. Montolivo,33,https://cdn.sofifa.com/players/159/287/19_60.png,Italy,https://cdn.sofifa.com/flags/it.png,78,78,Milan,https://cdn.sofifa.com/teams/47/light_30.png,4.2M,70K,3,4,18,2023,5'11,168lbs,83,85,55,55,69,50,76,3,5,3,3,5,CM,78,7.1M
161999,A. Konko,32,https://cdn.sofifa.com/players/161/999/17_60.png,France,https://cdn.sofifa.com/flags/fr.png,74,74,Atalanta,https://cdn.sofifa.com/teams/39/light_30.png,1.9M,30K,2,3,25,2022,6'0,170lbs,73,72,75,69,75,68,50,12,15,10,11,14,RB,73,
226110,N. Paepae,25,https://cdn.sofifa.com/players/226/110/20_60.png,Ivory Coast,https://cdn.sofifa.com/flags/ci.png,82,85,Arsenal,https://cdn.sofifa.com/teams/1/light_30.png,28M,98K,1,4,19,2024,6'0,161lbs,75,81,89,79,68,80,85,11,14,11,6,8,LM,83,55.3M
205343,J. Akpa Akpro,27,https://cdn.sofifa.com/players/205/343/20_60.png,Ivory Coast,https://cdn.sofifa.com/flags/ci.png,71,72,Lazio,https://cdn.sofifa.com/teams/46/light_30.png,2.7M,31K,1,3,92,2022,5'11,157lbs,71,70,79,84,61,69,56,7,10,9,9,8,RWB,74,4.8M
220414,Diego Rico,27,https://cdn.sofifa.com/players/220/414/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,77,78,Bournemouth,https://cdn.sofifa.com/teams/1943/light_30.png,9M,15K,1,3,21,2022,6'0,168lbs,68,72,70,78,75,64,43,10,9,15,11,10,LB,77,17.8M
211361,D. Cataldi,25,https://cdn.sofifa.com/players/211/361/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,73,76,Lazio,https://cdn.sofifa.com/teams/46/light_30.png,4.9M,38K,2,3,32,2024,5'11,154lbs,76,77,68,63,61,67,52,7,10,11,12,9,CAM,75,8.7M
198219,L. Insigne,29,https://cdn.sofifa.com/players/198/219/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,85,85,Napoli,https://cdn.sofifa.com/teams/48/light_30.png,37.5M,120K,3,4,24,2022,5'4,130lbs,84,93,90,70,34,81,74,8,4,14,9,10,LW,85,63.8M
208920,N. Akae,25,https://cdn.sofifa.com/players/208/920/20_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,79,83,Manchester City,https://cdn.sofifa.com/teams/10/light_30.png,14.5M,100K,1,2,6,2025,5'11,165lbs,73,74,74,75,76,51,53,10,7,7,16,10,CB,81,27.9M
5203,M. Oddo,35,https://cdn.sofifa.com/players/005/203/12_60.png,Italy,https://cdn.sofifa.com/flags/it.png,71,71,Lecce,https://cdn.sofifa.com/teams/347/light_30.png,130K,6K,3,3,30,2012,6'0,168lbs,78,76,58,52,66,70,88,7,5,13,12,15,CM,72,
171972,J. McArthur,32,https://cdn.sofifa.com/players/171/972/20_60.png,Scotland,https://cdn.sofifa.com/flags/gb-sct.png,75,75,Crystal Palace,https://cdn.sofifa.com/teams/1799/light_30.png,5M,46K,1,3,18,2023,5'10,146lbs,74,77,62,81,66,75,64,9,9,9,9,9,CDM,76,9.5M
208268,B. Cristante,25,https://cdn.sofifa.com/players/208/268/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,78,82,Roma,https://cdn.sofifa.com/teams/52/light_30.png,12M,500,2,3,4,2024,6'1,176lbs,78,80,58,77,75,76,58,3,5,3,3,5,CDM,79,26.1M
238074,R. James,20,https://cdn.sofifa.com/players/238/074/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,77,86,Chelsea,https://cdn.sofifa.com/teams/5/light_30.png,12.5M,49K,1,3,24,2025,6'0,192lbs,72,76,78,76,78,62,50,8,12,7,13,11,RB,77,26.3M
198946,D. D'Ambrosio,31,https://cdn.sofifa.com/players/198/946/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,77,77,Inter,https://cdn.sofifa.com/teams/44/light_30.png,6.5M,72K,2,3,33,2021,5'11,165lbs,70,69,71,74,65,69,60,9,10,15,13,15,RB,77,10.7M
41236,Z. Ibrahimovic,38,https://cdn.sofifa.com/players/041/236/20_60.png,Sweden,https://cdn.sofifa.com/flags/se.png,83,83,Milan,https://cdn.sofifa.com/teams/47/light_30.png,9.5M,49K,5,5,11,2021,6'5,209lbs,77,86,59,54,87,91,89,13,15,10,9,12,ST,83,16.2M
210935,D. Berardi,25,https://cdn.sofifa.com/players/210/935/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,80,81,Sassuolo,https://cdn.sofifa.com/teams/111974/light_30.png,17.5M,39K,2,4,25,2024,6'0,159lbs,81,85,81,69,60,79,76,5,6,5,5,6,CAM,82,31.1M
233064,M. Mount,21,https://cdn.sofifa.com/players/233/064/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,80,87,Chelsea,https://cdn.sofifa.com/teams/5/light_30.png,21M,69K,1,3,19,2024,5'10,154lbs,78,82,76,78,52,79,60,11,12,13,8,12,CAM,82,44.1M
216409,M. Politano,26,https://cdn.sofifa.com/players/216/409/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,81,81,Napoli,https://cdn.sofifa.com/teams/48/light_30.png,19M,74K,2,4,21,30-Jun-21,5'7,148lbs,79,84,85,77,41,76,70,11,12,6,8,11,RM,81,
182184,D. Stephens,31,https://cdn.sofifa.com/players/182/184/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,75,75,Burnley,https://cdn.sofifa.com/teams/1796/light_30.png,5.5M,46K,1,3,16,2022,6'1,172lbs,74,74,59,84,70,66,44,11,15,8,13,10,CDM,76,10.5M
