MatchId,Division,Date,Time,HomeTeam,AwayTeam,FullTimeGoalsH,FullTimeGoalsA,HalfTimeGoalsH,HalfTimeGoalsA,ShotsH,ShotsA,ShotsOnTargetH,ShotsOnTargetA,FoulsH,FoulsA,CornersH,CornersA,YellowCardsH,YellowCardsA,RedCardsH,RedCardsA
218,D1,3/7/2020,14:30,Schalke 04,Hoffenheim,1,1,1,0,14,4,4,1,8,12,4,5,0,1,0,0
219,D1,3/7/2020,14:30,Wolfsburg,RB Leipzig,0,0,0,0,16,15,4,4,11,14,4,4,2,3,0,0
220,D1,3/7/2020,17:30,M'gladbach,Dortmund,1,2,0,1,10,10,3,4,8,9,3,3,5,5,0,0
221,D1,3/8/2020,14:30,Bayern Munich,Augsburg,2,0,0,0,17,8,6,2,4,7,9,4,1,0,0,0
222,D1,3/8/2020,17:00,Mainz,Fortuna Dusseldorf,1,1,0,0,3,20,1,5,17,10,1,8,3,1,1,0
223,D1,3/11/2020,17:30,M'gladbach,FC Koln,2,1,1,0,12,16,5,3,14,14,6,3,1,2,0,0
224,D1,5/16/2020,14:30,Augsburg,Wolfsburg,1,2,0,1,8,17,3,5,8,11,3,1,1,3,0,0
225,D1,5/16/2020,14:30,Dortmund,Schalke 04,4,0,2,0,11,10,4,3,9,8,4,2,2,2,0,0
226,D1,5/16/2020,14:30,Fortuna Dusseldorf,Paderborn,0,0,0,0,10,7,1,1,15,16,2,0,2,2,0,0
227,D1,5/16/2020,14:30,Hoffenheim,Hertha,0,3,0,0,21,12,5,5,9,16,7,5,2,3,0,0
228,D1,5/16/2020,14:30,RB Leipzig,Freiburg,1,1,0,1,23,7,9,2,11,8,8,4,0,1,0,0
229,D1,5/16/2020,17:30,Ein Frankfurt,M'gladbach,1,3,0,2,12,15,4,8,19,10,5,1,5,1,0,0
230,D1,5/17/2020,14:30,FC Koln,Mainz,2,2,1,0,16,11,6,5,20,15,5,7,4,2,0,0
231,D1,5/17/2020,17:00,Union Berlin,Bayern Munich,0,2,0,1,10,14,2,3,13,10,4,9,2,1,0,0
232,D1,5/18/2020,19:30,Werder Bremen,Leverkusen,1,4,1,2,9,13,1,6,15,14,2,9,2,1,0,0
233,D1,5/22/2020,19:30,Hertha,Union Berlin,4,0,0,0,14,7,8,0,12,12,4,6,2,1,0,0
234,D1,5/23/2020,14:30,Freiburg,Werder Bremen,0,1,0,1,15,11,8,3,12,18,7,2,0,3,0,1
235,D1,5/23/2020,14:30,M'gladbach,Leverkusen,1,3,0,1,16,13,6,7,16,16,6,3,1,1,0,0
236,D1,5/23/2020,14:30,Paderborn,Hoffenheim,1,1,1,1,13,18,3,7,14,13,2,8,3,0,0,0
237,D1,5/23/2020,14:30,Wolfsburg,Dortmund,0,2,0,1,8,6,1,2,11,10,2,2,4,2,1,0
238,D1,5/23/2020,17:30,Bayern Munich,Ein Frankfurt,5,2,2,0,23,11,10,4,10,7,7,2,0,1,0,0
239,D1,5/24/2020,12:30,Schalke 04,Augsburg,0,3,0,1,12,9,2,7,14,11,3,2,0,2,0,0
240,D1,5/24/2020,14:30,Mainz,RB Leipzig,0,5,0,3,4,21,1,9,13,11,5,4,3,3,0,0
241,D1,5/24/2020,17:00,FC Koln,Fortuna Dusseldorf,2,2,0,1,16,10,6,5,19,17,6,2,0,1,0,0
242,D1,5/26/2020,17:30,Dortmund,Bayern Munich,0,1,0,1,13,13,5,6,9,15,4,3,2,2,0,0
243,D1,5/26/2020,19:30,Ein Frankfurt,Freiburg,3,3,1,1,35,10,16,5,14,9,9,2,4,1,0,0
244,D1,5/26/2020,19:30,Leverkusen,Wolfsburg,1,4,0,1,10,14,2,9,10,16,12,6,3,3,0,0
245,D1,5/26/2020,19:30,Werder Bremen,M'gladbach,0,0,0,0,12,8,7,4,14,11,8,5,2,1,0,0
246,D1,5/27/2020,17:30,RB Leipzig,Hertha,2,2,1,1,11,13,5,4,12,19,4,7,2,3,1,0
247,D1,5/27/2020,19:30,Augsburg,Paderborn,0,0,0,0,12,15,3,3,7,14,6,6,1,1,0,0
248,D1,5/27/2020,19:30,Fortuna Dusseldorf,Schalke 04,2,1,0,0,13,7,8,2,10,13,7,2,3,2,0,0
249,D1,5/27/2020,19:30,Hoffenheim,FC Koln,3,1,1,0,8,15,6,5,12,8,0,10,6,1,1,1
250,D1,5/27/2020,19:30,Union Berlin,Mainz,1,1,1,1,9,10,4,2,17,18,6,6,4,2,1,0
251,D1,5/29/2020,19:30,Freiburg,Leverkusen,0,1,0,0,9,7,1,1,8,13,6,6,0,2,0,0
252,D1,5/30/2020,14:30,Hertha,Augsburg,2,0,1,0,12,8,6,2,19,7,7,8,3,3,0,0
253,D1,5/30/2020,14:30,Mainz,Hoffenheim,0,1,0,1,18,13,2,6,18,14,10,7,4,3,0,0
254,D1,5/30/2020,14:30,Schalke 04,Werder Bremen,0,1,0,1,12,6,1,2,19,16,4,8,5,3,0,0
255,D1,5/30/2020,14:30,Wolfsburg,Ein Frankfurt,1,2,0,1,19,6,4,3,18,16,4,3,4,6,0,1
256,D1,5/30/2020,17:30,Bayern Munich,Fortuna Dusseldorf,5,0,3,0,23,7,8,2,9,10,7,2,0,2,0,0
257,D1,5/31/2020,14:30,M'gladbach,Union Berlin,4,1,2,0,16,13,10,5,13,9,4,3,3,2,0,0
258,D1,5/31/2020,17:00,Paderborn,Dortmund,1,6,0,0,10,16,1,11,4,6,2,8,2,3,0,0
259,D1,6/1/2020,19:30,FC Koln,RB Leipzig,2,4,1,2,7,19,5,8,16,7,4,7,2,1,0,0
260,D1,6/3/2020,19:30,Werder Bremen,Ein Frankfurt,0,3,0,0,11,12,3,4,14,21,5,6,2,1,0,0
261,D1,6/5/2020,19:30,Freiburg,M'gladbach,1,0,0,0,16,18,6,4,14,14,3,10,4,3,0,1
262,D1,6/6/2020,14:30,Ein Frankfurt,Mainz,0,2,0,1,10,17,0,5,17,15,7,5,3,3,0,0
263,D1,6/6/2020,14:30,Fortuna Dusseldorf,Hoffenheim,2,2,1,1,23,8,4,5,12,15,7,1,4,4,0,1
264,D1,6/6/2020,14:30,Leverkusen,Bayern Munich,2,4,1,3,10,16,6,10,14,4,6,4,3,3,0,0
265,D1,6/6/2020,14:30,RB Leipzig,Paderborn,1,1,1,0,12,17,5,5,11,14,7,9,2,4,1,0
266,D1,6/6/2020,17:30,Dortmund,Hertha,1,0,0,0,12,5,3,2,7,11,6,0,0,2,0,0
267,D1,6/7/2020,12:30,Werder Bremen,Wolfsburg,0,1,0,0,14,18,4,3,17,13,5,4,3,3,0,0
268,D1,6/7/2020,14:30,Union Berlin,Schalke 04,1,1,1,1,12,5,6,1,19,13,9,4,3,1,0,0
269,D1,6/7/2020,17:00,Augsburg,FC Koln,1,1,0,0,18,9,5,2,13,21,9,2,1,3,0,0
270,D1,6/12/2020,19:30,Hoffenheim,RB Leipzig,0,2,0,2,22,14,7,7,15,18,9,1,2,2,0,0
271,D1,6/13/2020,14:30,FC Koln,Union Berlin,1,2,0,1,10,7,6,5,18,17,4,6,3,0,0,0
272,D1,6/13/2020,14:30,Fortuna Dusseldorf,Dortmund,0,1,0,0,6,5,4,3,6,15,6,1,1,3,0,0
273,D1,6/13/2020,14:30,Hertha,Ein Frankfurt,1,4,1,0,4,18,3,7,14,7,1,5,2,2,1,0
274,D1,6/13/2020,14:30,Paderborn,Werder Bremen,1,5,0,3,20,11,8,8,17,18,11,2,6,3,0,0
275,D1,6/13/2020,14:30,Wolfsburg,Freiburg,2,2,2,1,22,10,7,6,17,11,6,5,0,1,0,0
276,D1,6/13/2020,17:30,Bayern Munich,M'gladbach,2,1,1,1,11,9,6,2,13,10,3,1,0,2,0,0
277,D1,6/14/2020,14:30,Mainz,Augsburg,0,1,0,1,18,9,4,3,8,14,9,5,2,4,0,0
278,D1,6/14/2020,17:00,Schalke 04,Leverkusen,1,1,0,0,7,15,4,5,14,7,1,9,4,1,0,0
279,D1,6/16/2020,17:30,M'gladbach,Wolfsburg,3,0,2,0,11,12,3,2,15,17,5,3,1,4,0,0
280,D1,6/16/2020,19:30,Freiburg,Hertha,2,1,0,0,17,12,6,5,6,16,5,5,0,2,0,0
281,D1,6/16/2020,19:30,Union Berlin,Paderborn,1,0,1,0,14,10,6,2,17,16,1,5,0,0,0,0
282,D1,6/16/2020,19:30,Werder Bremen,Bayern Munich,0,1,0,1,6,13,1,4,9,13,0,10,2,3,0,1
283,D1,6/17/2020,17:30,Ein Frankfurt,Schalke 04,2,1,1,0,14,8,4,5,9,16,5,3,3,5,0,1
284,D1,6/17/2020,19:30,Augsburg,Hoffenheim,1,3,0,0,12,17,5,5,10,14,6,4,2,1,0,0
285,D1,6/17/2020,19:30,Dortmund,Mainz,0,2,0,1,15,10,5,6,14,13,7,1,6,3,0,0
286,D1,6/17/2020,19:30,Leverkusen,FC Koln,3,1,2,0,13,7,6,1,12,16,7,3,2,2,0,0
287,D1,6/17/2020,19:30,RB Leipzig,Fortuna Dusseldorf,2,2,0,0,14,12,5,2,7,7,5,2,1,0,0,0
288,D1,6/20/2020,14:30,Bayern Munich,Freiburg,3,1,3,1,23,11,8,3,13,8,8,2,0,0,0,0
289,D1,6/20/2020,14:30,FC Koln,Ein Frankfurt,1,1,1,0,4,9,2,2,8,15,5,9,1,2,0,0
290,D1,6/20/2020,14:30,Fortuna Dusseldorf,Augsburg,1,1,1,1,8,11,4,3,14,12,5,3,1,0,0,0
291,D1,6/20/2020,14:30,Hertha,Leverkusen,2,0,1,0,13,12,5,2,14,15,5,4,4,3,0,0
292,D1,6/20/2020,14:30,Hoffenheim,Union Berlin,4,0,3,0,15,5,8,1,10,15,6,4,1,3,0,0
293,D1,6/20/2020,14:30,Mainz,Werder Bremen,3,1,2,0,21,19,12,6,12,15,7,8,2,3,0,0
294,D1,6/20/2020,14:30,Paderborn,M'gladbach,1,3,0,1,11,22,1,10,11,13,3,5,4,2,1,0
295,D1,6/20/2020,14:30,RB Leipzig,Dortmund,0,2,0,1,16,11,5,7,13,7,4,1,3,3,0,0
296,D1,6/20/2020,14:30,Schalke 04,Wolfsburg,1,4,0,1,10,10,3,5,12,16,2,4,4,3,0,0
297,D1,6/27/2020,14:30,Augsburg,RB Leipzig,1,2,0,1,5,14,1,5,11,10,2,8,4,1,0,0
298,D1,6/27/2020,14:30,Dortmund,Hoffenheim,0,4,0,2,7,15,4,7,7,5,2,5,1,0,0,0
299,D1,6/27/2020,14:30,Ein Frankfurt,Paderborn,3,2,2,0,12,16,4,5,13,3,6,2,0,1,0,0
300,D1,6/27/2020,14:30,Freiburg,Schalke 04,4,0,2,0,15,21,8,5,14,5,1,5,1,0,0,0
301,D1,6/27/2020,14:30,Leverkusen,Mainz,1,0,1,0,13,6,2,1,10,10,11,4,1,1,0,0
302,D1,6/27/2020,14:30,M'gladbach,Hertha,2,1,1,0,22,4,8,2,7,15,3,3,1,2,0,0
303,D1,6/27/2020,14:30,Union Berlin,Fortuna Dusseldorf,3,0,1,0,11,25,7,4,15,6,6,10,0,1,0,0
304,D1,6/27/2020,14:30,Werder Bremen,FC Koln,6,1,3,0,18,6,9,2,22,16,7,5,1,2,0,0
305,D1,6/27/2020,14:30,Wolfsburg,Bayern Munich,0,4,0,2,11,17,4,11,13,9,3,6,3,0,1,0
306,SP1,8/16/2019,20:00,Athletic Bilbao,Barcelona,1,0,0,0,11,11,5,2,14,9,3,8,1,1,0,0
307,SP1,8/17/2019,16:00,Celta,Real Madrid,1,3,0,1,7,17,4,11,17,12,6,4,5,2,0,1
308,SP1,8/17/2019,18:00,Valencia,Sociedad,1,1,0,0,14,12,6,3,13,14,3,3,4,4,1,0
309,SP1,8/17/2019,19:00,Mallorca,Eibar,2,1,1,0,16,11,4,5,13,14,9,3,2,3,0,0
310,SP1,8/17/2019,20:00,Leganes,Osasuna,0,1,0,0,13,4,2,2,17,11,8,0,1,4,1,0
311,SP1,8/17/2019,20:00,Villarreal,Granada,4,4,1,1,12,14,7,7,10,16,2,7,3,1,0,0
312,SP1,8/18/2019,16:00,Alaves,Levante,1,0,0,0,9,16,2,4,18,15,2,9,2,1,0,0
313,SP1,8/18/2019,18:00,Espanol,Sevilla,0,2,0,1,7,12,2,4,11,17,8,4,2,2,0,0
314,SP1,8/18/2019,20:00,Betis,Valladolid,1,2,0,0,13,14,4,3,11,19,6,1,2,6,1,0
315,SP1,8/18/2019,21:00,Atl̩tico Madrid,Getafe,1,0,1,0,5,6,5,0,19,22,3,4,3,4,1,1
316,SP1,8/23/2019,19:00,Granada,Sevilla,0,1,0,0,12,11,0,6,13,14,6,6,1,1,0,0
317,SP1,8/23/2019,21:00,Levante,Villarreal,2,1,0,1,16,23,4,6,5,9,7,3,1,2,0,0
318,SP1,8/24/2019,16:00,Osasuna,Eibar,0,0,0,0,6,12,2,0,15,12,6,6,4,4,0,0
319,SP1,8/24/2019,18:00,Real Madrid,Valladolid,1,1,0,0,22,9,4,2,12,11,4,3,2,2,0,0
320,SP1,8/24/2019,20:00,Celta,Valencia,1,0,1,0,11,9,6,1,8,12,6,4,1,2,0,0
321,SP1,8/24/2019,20:00,Getafe,Athletic Bilbao,1,1,1,1,6,4,2,2,15,11,4,6,2,1,0,0
322,SP1,8/25/2019,16:00,Alaves,Espanol,0,0,0,0,10,5,2,1,13,10,3,5,3,1,0,0
323,SP1,8/25/2019,16:00,Mallorca,Sociedad,0,1,0,0,12,12,4,4,16,12,5,5,1,2,0,0
324,SP1,8/25/2019,18:00,Leganes,Atl̩tico Madrid,0,1,0,0,10,6,4,4,12,13,9,4,4,5,0,0
325,SP1,8/25/2019,20:00,Barcelona,Betis,5,2,1,1,20,4,7,3,14,12,11,0,1,1,0,0
326,SP1,8/30/2019,19:00,Sevilla,Celta,1,1,0,0,19,2,5,1,16,9,9,1,4,2,0,0
327,SP1,8/30/2019,21:00,Athletic Bilbao,Sociedad,2,0,2,0,15,2,5,2,17,17,3,0,2,3,0,0
328,SP1,8/31/2019,16:00,Osasuna,Barcelona,2,2,1,0,15,8,5,4,16,9,3,2,3,4,0,0
329,SP1,8/31/2019,18:00,Getafe,Alaves,1,1,1,1,15,5,1,1,11,17,4,2,3,1,0,0
330,SP1,8/31/2019,18:00,Levante,Valladolid,2,0,0,0,16,15,3,4,9,10,6,6,2,2,0,0
331,SP1,8/31/2019,20:00,Betis,Leganes,2,1,0,0,17,19,5,7,14,15,11,8,4,2,0,0
332,SP1,9/1/2019,16:00,Valencia,Mallorca,2,0,1,0,9,12,4,1,6,19,7,4,0,1,0,0
333,SP1,9/1/2019,18:00,Atl̩tico Madrid,Eibar,3,2,1,2,7,6,3,2,9,15,1,1,0,3,0,0
334,SP1,9/1/2019,18:00,Espanol,Granada,0,3,0,1,15,14,3,6,6,13,8,6,2,3,0,0
335,SP1,9/1/2019,20:00,Villarreal,Real Madrid,2,2,1,1,10,17,5,5,8,14,1,8,1,4,0,1
336,SP1,9/13/2019,20:00,Mallorca,Athletic Bilbao,0,0,0,0,10,11,1,5,15,18,4,6,4,3,0,0
337,SP1,9/14/2019,12:00,Real Madrid,Levante,3,2,3,0,25,8,11,3,13,10,9,6,2,2,0,0
338,SP1,9/14/2019,15:00,Leganes,Villarreal,0,3,0,2,10,8,4,4,14,11,8,6,2,0,0,0
339,SP1,9/14/2019,17:30,Sociedad,Atl̩tico Madrid,2,0,0,0,14,12,5,2,13,10,5,5,1,3,0,0
340,SP1,9/14/2019,20:00,Barcelona,Valencia,5,2,2,1,17,9,10,3,11,11,2,5,1,4,0,0
341,SP1,9/15/2019,11:00,Eibar,Espanol,1,2,0,0,11,7,1,2,14,16,7,2,2,4,0,1
342,SP1,9/15/2019,13:00,Alaves,Sevilla,0,1,0,1,7,19,0,7,13,7,2,6,5,5,0,0
343,SP1,9/15/2019,15:00,Celta,Granada,0,2,0,1,4,13,0,3,11,13,3,5,4,2,2,0
344,SP1,9/15/2019,17:30,Valladolid,Osasuna,1,1,0,0,11,17,1,5,9,10,10,6,0,1,0,0
345,SP1,9/15/2019,20:00,Betis,Getafe,1,1,0,1,7,12,2,4,11,28,5,6,3,6,2,0
346,SP1,9/20/2019,20:00,Osasuna,Betis,0,0,0,0,12,7,6,2,15,9,9,4,1,2,0,0
347,SP1,9/21/2019,12:00,Villarreal,Valladolid,2,0,0,0,18,7,6,3,12,8,4,8,2,1,0,0
348,SP1,9/21/2019,15:00,Levante,Eibar,0,0,0,0,13,18,4,4,9,11,6,7,0,2,0,0
349,SP1,9/21/2019,17:30,Atl̩tico Madrid,Celta,0,0,0,0,20,6,5,3,14,12,13,3,3,5,0,0
350,SP1,9/21/2019,20:00,Granada,Barcelona,2,0,1,0,9,8,4,1,22,12,4,5,3,2,0,0
351,SP1,9/22/2019,11:00,Getafe,Mallorca,4,2,2,0,14,7,5,3,15,17,7,2,4,5,0,0
352,SP1,9/22/2019,13:00,Espanol,Sociedad,1,3,0,2,17,10,3,5,7,12,5,7,1,0,0,0
353,SP1,9/22/2019,15:00,Valencia,Leganes,1,1,1,1,13,13,4,4,14,23,6,6,3,4,0,0
354,SP1,9/22/2019,17:30,Athletic Bilbao,Alaves,2,0,1,0,13,5,4,1,11,19,3,2,1,4,0,0
355,SP1,9/22/2019,20:00,Sevilla,Real Madrid,0,1,0,0,9,7,0,4,16,15,9,6,3,2,0,0
356,SP1,9/24/2019,18:00,Valladolid,Granada,1,1,1,1,9,6,5,4,21,18,6,3,3,2,0,0
357,SP1,9/24/2019,19:00,Betis,Levante,3,1,1,1,17,17,5,3,11,11,5,2,2,2,0,0
358,SP1,9/24/2019,20:00,Barcelona,Villarreal,2,1,2,1,8,11,4,3,4,13,6,5,4,2,0,0
359,SP1,9/25/2019,18:00,Leganes,Athletic Bilbao,1,1,0,0,7,9,3,2,11,12,4,5,0,1,0,0
360,SP1,9/25/2019,18:00,Mallorca,Atl̩tico Madrid,0,2,0,1,9,13,3,3,8,15,8,5,3,5,0,1
361,SP1,9/25/2019,19:00,Valencia,Getafe,3,3,3,1,8,18,4,5,14,26,4,5,1,4,0,0
362,SP1,9/25/2019,20:00,Real Madrid,Osasuna,2,0,1,0,15,4,4,0,13,13,7,5,2,2,0,0
363,SP1,9/26/2019,18:00,Eibar,Sevilla,3,2,0,2,11,7,4,4,11,19,3,1,3,4,0,0
364,SP1,9/26/2019,19:00,Celta,Espanol,1,1,0,0,14,10,3,4,5,17,6,4,2,5,0,0
365,SP1,9/26/2019,20:00,Sociedad,Alaves,3,0,3,0,21,5,7,0,7,20,5,3,1,4,0,1
366,SP1,9/27/2019,20:00,Villarreal,Betis,5,1,1,0,17,11,10,6,13,8,3,7,2,2,0,0
367,SP1,9/28/2019,12:00,Athletic Bilbao,Valencia,0,1,0,1,14,10,3,6,14,12,7,7,2,5,0,0
368,SP1,9/28/2019,15:00,Getafe,Barcelona,0,2,0,1,8,10,1,6,23,17,4,1,4,4,0,1
369,SP1,9/28/2019,17:30,Granada,Leganes,1,0,1,0,11,15,4,6,19,12,8,3,3,4,0,0
370,SP1,9/28/2019,20:00,Atl̩tico Madrid,Real Madrid,0,0,0,0,7,14,1,3,14,14,5,7,1,2,0,0
371,SP1,9/29/2019,11:00,Espanol,Valladolid,0,2,0,1,16,9,2,6,16,13,4,3,2,0,1,0
372,SP1,9/29/2019,13:00,Eibar,Celta,2,0,0,0,7,3,3,2,17,15,6,5,3,1,0,0
373,SP1,9/29/2019,15:00,Alaves,Mallorca,2,0,0,0,11,5,6,1,16,14,4,1,2,3,0,0
374,SP1,9/29/2019,17:30,Levante,Osasuna,1,1,1,0,10,18,5,3,12,12,7,11,6,0,1,0
375,SP1,9/29/2019,20:00,Sevilla,Sociedad,3,2,1,1,21,5,8,2,9,8,7,0,1,1,0,0
376,SP1,10/4/2019,20:00,Betis,Eibar,1,1,0,1,12,8,3,2,7,20,4,9,3,6,0,1
377,SP1,10/5/2019,12:00,Leganes,Levante,1,2,0,1,25,9,10,2,10,7,9,4,3,5,0,0
378,SP1,10/5/2019,15:00,Real Madrid,Granada,4,2,2,0,17,8,10,5,12,18,6,2,4,5,0,0
379,SP1,10/5/2019,17:30,Valencia,Alaves,2,1,1,0,11,10,3,4,7,16,4,7,1,3,0,0
380,SP1,10/5/2019,20:00,Osasuna,Villarreal,2,1,0,1,16,16,4,5,9,15,8,9,2,2,0,0
381,SP1,10/6/2019,11:00,Mallorca,Espanol,2,0,1,0,9,11,3,3,11,11,2,4,1,3,0,0
382,SP1,10/6/2019,13:00,Celta,Athletic Bilbao,1,0,0,0,13,6,2,2,8,20,6,4,0,5,0,0
383,SP1,10/6/2019,15:00,Valladolid,Atl̩tico Madrid,0,0,0,0,5,9,1,1,15,14,3,4,6,4,0,0
384,SP1,10/6/2019,17:30,Sociedad,Getafe,1,2,1,0,6,13,3,4,20,15,3,8,2,4,1,0
385,SP1,10/6/2019,20:00,Barcelona,Sevilla,4,0,3,0,15,16,8,4,10,12,7,10,5,3,2,0
386,SP1,10/18/2019,20:00,Granada,Osasuna,1,0,1,0,6,9,2,4,12,17,2,7,2,8,0,1
387,SP1,10/19/2019,12:00,Eibar,Barcelona,0,3,0,1,5,9,0,4,16,14,2,2,5,0,0,0
388,SP1,10/19/2019,15:00,Atl̩tico Madrid,Valencia,1,1,1,0,15,11,4,3,18,12,2,4,2,1,0,1
389,SP1,10/19/2019,17:30,Getafe,Leganes,2,0,0,0,5,7,2,3,17,19,2,3,1,4,0,0
390,SP1,10/19/2019,20:00,Mallorca,Real Madrid,1,0,1,0,5,13,1,4,20,14,4,4,2,2,0,1
391,SP1,10/20/2019,11:00,Alaves,Celta,2,0,0,0,12,14,5,2,20,5,4,6,5,1,0,0
392,SP1,10/20/2019,13:00,Sociedad,Betis,3,1,2,1,18,12,6,5,23,12,11,2,4,2,0,0
393,SP1,10/20/2019,15:00,Espanol,Villarreal,0,1,0,1,18,11,3,5,11,14,7,3,2,1,0,0
394,SP1,10/20/2019,17:30,Athletic Bilbao,Valladolid,1,1,1,0,19,9,7,3,12,9,3,4,2,3,0,0
395,SP1,10/20/2019,20:00,Sevilla,Levante,1,0,0,0,19,12,5,5,10,11,9,1,2,2,0,0
396,SP1,10/25/2019,20:00,Villarreal,Alaves,4,1,1,0,19,12,8,3,12,13,5,4,2,2,0,0
397,SP1,10/26/2019,15:00,Leganes,Mallorca,1,0,1,0,9,9,3,1,19,13,4,5,4,1,0,0
398,SP1,10/26/2019,17:30,Valladolid,Eibar,2,0,2,0,8,13,4,3,13,13,4,3,1,2,0,0
399,SP1,10/26/2019,20:00,Atl̩tico Madrid,Athletic Bilbao,2,0,1,0,9,9,2,2,14,9,7,7,2,2,0,0
400,SP1,10/27/2019,11:00,Celta,Sociedad,0,1,0,0,9,9,1,4,20,12,3,7,5,2,1,0
401,SP1,10/27/2019,13:00,Granada,Betis,1,0,0,0,13,12,3,0,13,8,4,2,3,4,0,0
402,SP1,10/27/2019,15:00,Levante,Espanol,0,1,0,1,7,14,3,3,10,26,4,7,2,3,0,0
403,SP1,10/27/2019,17:30,Sevilla,Getafe,2,0,0,0,15,9,8,4,13,18,5,0,2,3,0,0
404,SP1,10/27/2019,20:00,Osasuna,Valencia,3,1,1,1,21,2,13,1,8,6,6,1,1,1,0,1
405,SP1,10/29/2019,18:00,Alaves,Atl̩tico Madrid,1,1,0,0,11,9,3,3,23,16,4,1,3,3,0,0
406,SP1,10/29/2019,20:15,Barcelona,Valladolid,5,1,3,1,18,9,9,1,9,14,6,3,0,3,0,0
407,SP1,10/30/2019,18:00,Sociedad,Levante,1,2,0,2,17,13,5,4,15,12,9,5,3,4,0,0
408,SP1,10/30/2019,18:00,Valencia,Sevilla,1,1,0,1,10,10,3,1,12,17,6,1,6,3,0,0
409,SP1,10/30/2019,19:00,Athletic Bilbao,Espanol,3,0,2,0,7,12,5,5,13,20,2,5,0,1,0,0
410,SP1,10/30/2019,20:00,Betis,Celta,2,1,1,0,11,18,7,5,16,17,5,10,6,1,0,0
411,SP1,10/30/2019,20:15,Real Madrid,Leganes,5,0,3,0,22,5,11,3,12,12,8,3,1,5,0,0
412,SP1,10/31/2019,18:00,Eibar,Villarreal,2,1,0,0,25,9,8,2,11,12,8,3,0,3,0,0
413,SP1,10/31/2019,18:00,Mallorca,Osasuna,2,2,1,0,11,12,3,4,9,10,5,3,1,5,0,0
414,SP1,10/31/2019,20:15,Getafe,Granada,3,1,2,0,8,10,3,2,22,11,2,3,5,5,0,0
415,SP1,11/2/2019,12:00,Espanol,Valencia,1,2,1,0,13,11,4,4,20,14,5,5,0,1,0,0
416,SP1,11/2/2019,15:00,Levante,Barcelona,3,1,0,1,9,9,3,6,9,13,2,3,1,6,0,0
417,SP1,11/2/2019,17:30,Sevilla,Atl̩tico Madrid,1,1,1,0,11,14,4,5,13,16,6,3,4,3,0,0
418,SP1,11/2/2019,20:00,Real Madrid,Betis,0,0,0,0,22,13,7,3,11,17,9,4,2,4,0,0
419,SP1,11/3/2019,11:00,Valladolid,Mallorca,3,0,1,0,12,14,6,1,15,20,2,6,5,4,0,0
420,SP1,11/3/2019,13:00,Villarreal,Athletic Bilbao,0,0,0,0,11,12,7,2,10,8,8,10,2,0,0,0
421,SP1,11/3/2019,15:00,Osasuna,Alaves,4,2,3,1,19,11,6,3,13,17,5,1,4,2,0,0
422,SP1,11/3/2019,17:30,Celta,Getafe,0,1,0,1,6,9,2,5,6,19,4,4,3,3,0,0
423,SP1,11/3/2019,17:30,Leganes,Eibar,1,2,1,1,12,7,5,4,16,20,4,2,5,2,0,0
424,SP1,11/3/2019,20:00,Granada,Sociedad,1,2,1,1,5,9,3,5,15,19,4,5,0,2,0,0
425,SP1,11/8/2019,20:00,Sociedad,Leganes,1,1,0,0,11,6,5,2,14,23,5,1,2,6,0,1
426,SP1,11/9/2019,12:00,Alaves,Valladolid,3,0,2,0,14,7,5,1,21,16,6,7,3,3,0,0
427,SP1,11/9/2019,15:00,Valencia,Granada,2,0,0,0,12,13,4,1,11,15,7,4,0,5,0,0
428,SP1,11/9/2019,17:30,Eibar,Real Madrid,0,4,0,3,14,10,1,5,9,8,6,6,0,0,0,0
429,SP1,11/9/2019,20:00,Barcelona,Celta,4,1,2,1,10,6,7,5,18,14,2,2,4,1,0,0
430,SP1,11/10/2019,11:00,Mallorca,Villarreal,3,1,2,0,5,22,3,6,18,17,2,5,2,3,0,0
431,SP1,11/10/2019,13:00,Athletic Bilbao,Levante,2,1,0,1,23,8,10,2,13,13,10,2,3,2,0,0
432,SP1,11/10/2019,15:00,Atl̩tico Madrid,Espanol,3,1,1,1,18,10,5,1,12,15,9,2,2,2,0,0
433,SP1,11/10/2019,17:30,Getafe,Osasuna,0,0,0,0,14,4,5,1,15,16,9,5,2,4,0,0
434,SP1,11/10/2019,20:00,Betis,Sevilla,1,2,1,1,18,10,5,6,12,21,4,4,2,3,0,0
435,SP1,11/22/2019,20:00,Levante,Mallorca,2,1,0,0,13,14,6,7,13,9,3,6,2,1,1,0
436,SP1,11/23/2019,12:00,Leganes,Barcelona,1,2,1,0,9,11,4,6,11,10,0,6,1,2,0,0
437,SP1,11/23/2019,15:00,Betis,Valencia,2,1,1,1,25,9,8,3,9,13,5,4,2,2,0,0
438,SP1,11/23/2019,17:30,Granada,Atl̩tico Madrid,1,1,0,0,9,17,3,6,15,17,2,8,4,3,0,0
439,SP1,11/23/2019,20:00,Real Madrid,Sociedad,3,1,1,1,18,11,10,6,13,16,4,3,1,1,0,0
440,SP1,11/24/2019,11:00,Espanol,Getafe,1,1,1,1,6,11,2,2,23,12,3,3,3,4,0,0
441,SP1,11/24/2019,13:00,Osasuna,Athletic Bilbao,1,2,0,1,12,6,7,4,15,18,6,2,4,3,0,0
